onetsoc_code,Title,KMeans_Cluster,AI_Impact_Type,Median_Annual_Wage_USD,Skill,Skill_Value
13-2052.00,Personal Financial Advisors,3,Insulated: High-Social,90530.0,Judgment and Decision Making,3.88
13-2053.00,Insurance Underwriters,2,Risk: Generative AI (Near-Term),67680.0,Judgment and Decision Making,3.5
13-2061.00,Financial Examiners,3,Insulated: High-Social,79280.0,Judgment and Decision Making,4.12
13-2071.00,Credit Counselors,3,Insulated: High-Social,44380.0,Judgment and Decision Making,3.25
13-2072.00,Loan Officers,2,Risk: Generative AI (Near-Term),63650.0,Judgment and Decision Making,3.88
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2,Risk: Generative AI (Near-Term),52060.0,Judgment and Decision Making,3.25
13-2082.00,Tax Preparers,2,Risk: Generative AI (Near-Term),36550.0,Judgment and Decision Making,3.0
15-2011.00,Actuaries,3,Insulated: High-Creativity,100610.0,Judgment and Decision Making,4.62
15-2021.00,Mathematicians,3,Insulated: High-Creativity,105810.0,Judgment and Decision Making,4.25
15-2031.00,Operations Research Analysts,3,Insulated: High-Creativity,79200.0,Judgment and Decision Making,4.38
15-2041.00,Statisticians,3,Insulated: High-Creativity,80500.0,Judgment and Decision Making,3.88
17-1011.00,"Architects, Except Landscape and Naval",3,Insulated: High-Social,76930.0,Judgment and Decision Making,4.5
17-1012.00,Landscape Architects,3,Insulated: High-Social,63480.0,Judgment and Decision Making,3.75
17-1021.00,Cartographers and Photogrammetrists,2,Risk: Generative AI (Near-Term),62750.0,Judgment and Decision Making,3.12
17-1022.00,Surveyors,0,Risk: Generative AI (Near-Term),59390.0,Judgment and Decision Making,3.12
17-2011.00,Aerospace Engineers,3,Insulated: High-Creativity,109650.0,Judgment and Decision Making,3.88
17-2021.00,Agricultural Engineers,3,Risk: Generative AI (Near-Term),73640.0,Judgment and Decision Making,4.0
17-2031.00,Bioengineers and Biomedical Engineers,3,Risk: Generative AI (Near-Term),85620.0,Judgment and Decision Making,4.62
17-2041.00,Chemical Engineers,3,Risk: Generative AI (Near-Term),98340.0,Judgment and Decision Making,4.5
17-2051.00,Civil Engineers,3,Insulated: High-Creativity,83540.0,Judgment and Decision Making,4.0
17-2061.00,Computer Hardware Engineers,3,Insulated: High-Creativity,115080.0,Judgment and Decision Making,3.88
17-2071.00,Electrical Engineers,3,Risk: Generative AI (Near-Term),94210.0,Judgment and Decision Making,3.38
17-2072.00,"Electronics Engineers, Except Computer",3,Risk: Generative AI (Near-Term),99210.0,Judgment and Decision Making,3.88
17-2081.00,Environmental Engineers,3,Insulated: High-Creativity,84890.0,Judgment and Decision Making,4.12
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3,Insulated: High-Social,86720.0,Judgment and Decision Making,3.62
17-2112.00,Industrial Engineers,3,Risk: Generative AI (Near-Term),84310.0,Judgment and Decision Making,4.0
17-2121.00,Marine Engineers and Naval Architects,3,Insulated: High-Social,93350.0,Judgment and Decision Making,3.88
17-2131.00,Materials Engineers,3,Risk: Generative AI (Near-Term),93310.0,Judgment and Decision Making,3.88
17-2141.00,Mechanical Engineers,3,Insulated: High-Creativity,84190.0,Judgment and Decision Making,4.12
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",3,Insulated: High-Creativity,93720.0,Judgment and Decision Making,4.62
17-2161.00,Nuclear Engineers,3,Insulated: High-Creativity,102220.0,Judgment and Decision Making,4.12
17-2171.00,Petroleum Engineers,3,Insulated: High-Creativity,128230.0,Judgment and Decision Making,3.88
17-3011.00,Architectural and Civil Drafters,2,Risk: Generative AI (Near-Term),51640.0,Judgment and Decision Making,3.12
17-3012.00,Electrical and Electronics Drafters,2,Risk: Generative AI (Near-Term),59970.0,Judgment and Decision Making,3.12
17-3013.00,Mechanical Drafters,2,Risk: Generative AI (Near-Term),54480.0,Judgment and Decision Making,3.0
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0,Risk: Generative AI (Near-Term),68020.0,Judgment and Decision Making,3.25
17-3022.00,Civil Engineering Technologists and Technicians,2,Risk: Generative AI (Near-Term),49980.0,Judgment and Decision Making,3.12
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,2,Risk: Generative AI (Near-Term),62190.0,Judgment and Decision Making,3.12
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1,Risk: Robotics (Medium-Term),55610.0,Judgment and Decision Making,3.12
17-3025.00,Environmental Engineering Technologists and Technicians,0,Risk: Generative AI (Near-Term),49170.0,Judgment and Decision Making,3.62
17-3026.00,Industrial Engineering Technologists and Technicians,3,Risk: Generative AI (Near-Term),53330.0,Judgment and Decision Making,4.0
17-3027.00,Mechanical Engineering Technologists and Technicians,0,Risk: Generative AI (Near-Term),54480.0,Judgment and Decision Making,3.38
17-3031.00,Surveying and Mapping Technicians,0,Risk: Robotics (Medium-Term),42450.0,Judgment and Decision Making,2.75
19-1011.00,Animal Scientists,3,Risk: Generative AI (Near-Term),60330.0,Judgment and Decision Making,4.5
19-1012.00,Food Scientists and Technologists,3,Insulated: High-Social,63950.0,Judgment and Decision Making,3.88
19-1013.00,Soil and Plant Scientists,3,Risk: Generative AI (Near-Term),62300.0,Judgment and Decision Making,4.25
19-1021.00,Biochemists and Biophysicists,3,Risk: Generative AI (Near-Term),82180.0,Judgment and Decision Making,4.25
19-1022.00,Microbiologists,0,Risk: Generative AI (Near-Term),66850.0,Judgment and Decision Making,3.88
19-1023.00,Zoologists and Wildlife Biologists,0,Risk: Generative AI (Near-Term),60520.0,Judgment and Decision Making,4.12
19-1031.00,Conservation Scientists,0,Risk: Generative AI (Near-Term),61810.0,Judgment and Decision Making,3.5
19-1032.00,Foresters,0,Insulated: High-Social,58700.0,Judgment and Decision Making,4.12
19-1041.00,Epidemiologists,3,Insulated: High-Social,70820.0,Judgment and Decision Making,4.38
19-1042.00,"Medical Scientists, Except Epidemiologists",3,Risk: Generative AI (Near-Term),80530.0,Judgment and Decision Making,4.25
19-2011.00,Astronomers,3,Insulated: High-Creativity,104740.0,Judgment and Decision Making,3.88
19-2012.00,Physicists,3,Insulated: High-Social,115870.0,Judgment and Decision Making,4.5
19-2021.00,Atmospheric and Space Scientists,3,Insulated: High-Creativity,92460.0,Judgment and Decision Making,3.88
19-2031.00,Chemists,0,Risk: Generative AI (Near-Term),73740.0,Judgment and Decision Making,3.5
19-2032.00,Materials Scientists,3,Risk: Generative AI (Near-Term),99430.0,Judgment and Decision Making,3.88
19-2041.00,"Environmental Scientists and Specialists, Including Health",3,Risk: Generative AI (Near-Term),68910.0,Judgment and Decision Making,3.75
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",3,Risk: Generative AI (Near-Term),89780.0,Judgment and Decision Making,4.0
19-2043.00,Hydrologists,3,Risk: Generative AI (Near-Term),80480.0,Judgment and Decision Making,3.75
19-3011.00,Economists,3,Insulated: High-Creativity,101050.0,Judgment and Decision Making,4.12
19-3022.00,Survey Researchers,3,Insulated: High-Creativity,54470.0,Judgment and Decision Making,3.75
19-3032.00,Industrial-Organizational Psychologists,3,Insulated: High-Social,82760.0,Judgment and Decision Making,4.0
19-3041.00,Sociologists,3,Insulated: High-Social,79750.0,Judgment and Decision Making,3.75
19-3051.00,Urban and Regional Planners,3,Insulated: High-Social,70020.0,Judgment and Decision Making,4.25
19-3091.00,Anthropologists and Archeologists,3,Insulated: High-Creativity,63190.0,Judgment and Decision Making,3.62
19-3092.00,Geographers,3,Insulated: High-Creativity,74260.0,Judgment and Decision Making,3.62
19-3093.00,Historians,2,Risk: Generative AI (Near-Term),55110.0,Judgment and Decision Making,3.38
19-3094.00,Political Scientists,3,Insulated: High-Creativity,114290.0,Judgment and Decision Making,3.88
19-4021.00,Biological Technicians,2,Risk: Generative AI (Near-Term),42520.0,Judgment and Decision Making,3.5
19-4031.00,Chemical Technicians,0,Risk: Robotics (Medium-Term),45840.0,Judgment and Decision Making,3.25
19-4051.00,Nuclear Technicians,0,Risk: Robotics (Medium-Term),79140.0,Judgment and Decision Making,3.25
19-4061.00,Social Science Research Assistants,2,Insulated: High-Creativity,43190.0,Judgment and Decision Making,3.12
19-4092.00,Forensic Science Technicians,0,Risk: Generative AI (Near-Term),56750.0,Judgment and Decision Making,3.62
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,3,Insulated: High-Social,41070.0,Judgment and Decision Making,3.88
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",3,Insulated: High-Social,54560.0,Judgment and Decision Making,3.88
21-1013.00,Marriage and Family Therapists,3,Insulated: High-Social,49170.0,Judgment and Decision Making,4.25
21-1014.00,Mental Health Counselors,3,Insulated: High-Social,42840.0,Judgment and Decision Making,4.0
21-1015.00,Rehabilitation Counselors,3,Insulated: High-Social,34670.0,Judgment and Decision Making,3.62
21-1021.00,"Child, Family, and School Social Workers",3,Insulated: High-Social,43250.0,Judgment and Decision Making,4.0
21-1022.00,Healthcare Social Workers,3,Insulated: High-Social,53760.0,Judgment and Decision Making,3.88
21-1023.00,Mental Health and Substance Abuse Social Workers,3,Insulated: High-Social,42700.0,Judgment and Decision Making,3.88
21-1091.00,Health Education Specialists,3,Insulated: High-Social,53070.0,Judgment and Decision Making,3.12
21-1092.00,Probation Officers and Correctional Treatment Specialists,0,Insulated: High-Social,50160.0,Judgment and Decision Making,3.75
21-1093.00,Social and Human Service Assistants,3,Insulated: High-Social,31810.0,Judgment and Decision Making,3.25
21-1094.00,Community Health Workers,0,Insulated: High-Social,37330.0,Judgment and Decision Making,3.38
21-2011.00,Clergy,3,Insulated: High-Social,45740.0,Judgment and Decision Making,4.0
21-2021.00,"Directors, Religious Activities and Education",3,Insulated: High-Social,38610.0,Judgment and Decision Making,3.12
23-1011.00,Lawyers,3,Insulated: High-Social,118160.0,Judgment and Decision Making,4.38
23-1012.00,Judicial Law Clerks,3,Insulated: High-Creativity,51760.0,Judgment and Decision Making,3.62
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",3,Insulated: High-Creativity,92110.0,Judgment and Decision Making,4.88
23-1022.00,"Arbitrators, Mediators, and Conciliators",3,Insulated: High-Social,59770.0,Judgment and Decision Making,3.75
23-1023.00,"Judges, Magistrate Judges, and Magistrates",3,Insulated: High-Social,125880.0,Judgment and Decision Making,4.75
23-2011.00,Paralegals and Legal Assistants,2,Insulated: High-Creativity,49500.0,Judgment and Decision Making,3.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",2,Risk: Generative AI (Near-Term),45800.0,Judgment and Decision Making,2.75
25-1011.00,"Business Teachers, Postsecondary",3,Insulated: High-Creativity,77490.0,Judgment and Decision Making,4.0
25-1021.00,"Computer Science Teachers, Postsecondary",3,Insulated: High-Social,77570.0,Judgment and Decision Making,3.88
25-1022.00,"Mathematical Science Teachers, Postsecondary",3,Insulated: High-Creativity,69520.0,Judgment and Decision Making,3.38
25-1031.00,"Architecture Teachers, Postsecondary",3,Insulated: High-Social,79250.0,Judgment and Decision Making,4.12
25-1032.00,"Engineering Teachers, Postsecondary",3,Insulated: High-Creativity,97530.0,Judgment and Decision Making,4.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",3,Risk: Generative AI (Near-Term),91580.0,Judgment and Decision Making,4.0
25-1042.00,"Biological Science Teachers, Postsecondary",3,Insulated: High-Creativity,76650.0,Judgment and Decision Making,4.12
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",3,Insulated: High-Social,85880.0,Judgment and Decision Making,3.5
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3,Insulated: High-Social,85410.0,Judgment and Decision Making,4.0
25-1052.00,"Chemistry Teachers, Postsecondary",3,Insulated: High-Creativity,76750.0,Judgment and Decision Making,3.75
25-1053.00,"Environmental Science Teachers, Postsecondary",3,Insulated: High-Social,78340.0,Judgment and Decision Making,3.88
25-1054.00,"Physics Teachers, Postsecondary",3,Risk: Generative AI (Near-Term),84570.0,Judgment and Decision Making,3.88
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",3,Insulated: High-Social,81350.0,Judgment and Decision Making,4.0
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3,Insulated: High-Creativity,73020.0,Judgment and Decision Making,3.62
25-1063.00,"Economics Teachers, Postsecondary",3,Insulated: High-Creativity,95770.0,Judgment and Decision Making,3.88
25-1064.00,"Geography Teachers, Postsecondary",3,Insulated: High-Social,76810.0,Judgment and Decision Making,3.75
25-1065.00,"Political Science Teachers, Postsecondary",3,Insulated: High-Creativity,79210.0,Judgment and Decision Making,3.75
25-1066.00,"Psychology Teachers, Postsecondary",3,Insulated: High-Social,73140.0,Judgment and Decision Making,4.12
25-1067.00,"Sociology Teachers, Postsecondary",3,Insulated: High-Social,71840.0,Judgment and Decision Making,4.0
25-1071.00,"Health Specialties Teachers, Postsecondary",3,Insulated: High-Social,99360.0,Judgment and Decision Making,3.88
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",3,Insulated: High-Social,69130.0,Judgment and Decision Making,3.88
25-1081.00,"Education Teachers, Postsecondary",3,Insulated: High-Creativity,62520.0,Judgment and Decision Making,4.0
25-1082.00,"Library Science Teachers, Postsecondary",3,Insulated: High-Creativity,68410.0,Judgment and Decision Making,3.75
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",3,Insulated: High-Creativity,59590.0,Judgment and Decision Making,3.62
25-1112.00,"Law Teachers, Postsecondary",3,Insulated: High-Social,111210.0,Judgment and Decision Making,4.12
25-1113.00,"Social Work Teachers, Postsecondary",3,Insulated: High-Social,64030.0,Judgment and Decision Making,4.0
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",3,Insulated: High-Social,68650.0,Judgment and Decision Making,3.62
25-1122.00,"Communications Teachers, Postsecondary",3,Insulated: High-Social,65640.0,Judgment and Decision Making,3.88
25-1123.00,"English Language and Literature Teachers, Postsecondary",3,Insulated: High-Social,63730.0,Judgment and Decision Making,3.75
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",3,Insulated: High-Creativity,63500.0,Judgment and Decision Making,3.75
25-1125.00,"History Teachers, Postsecondary",3,Insulated: High-Social,71820.0,Judgment and Decision Making,3.75
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",3,Insulated: High-Creativity,68360.0,Judgment and Decision Making,3.62
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",3,Insulated: High-Creativity,69190.0,Judgment and Decision Making,3.62
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",3,Insulated: High-Social,59180.0,Judgment and Decision Making,3.88
25-1194.00,"Career/Technical Education Teachers, Postsecondary",0,Risk: Robotics (Medium-Term),50660.0,Judgment and Decision Making,3.0
25-2011.00,"Preschool Teachers, Except Special Education",2,Insulated: High-Creativity,28790.0,Judgment and Decision Making,3.0
25-2012.00,"Kindergarten Teachers, Except Special Education",3,Insulated: High-Social,52620.0,Judgment and Decision Making,3.12
25-2021.00,"Elementary School Teachers, Except Special Education",3,Insulated: High-Social,55800.0,Judgment and Decision Making,3.62
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",3,Insulated: High-Social,56720.0,Judgment and Decision Making,3.0
25-2023.00,"Career/Technical Education Teachers, Middle School",0,Risk: Generative AI (Near-Term),57560.0,Judgment and Decision Making,3.0
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",3,Insulated: High-Social,58030.0,Judgment and Decision Making,3.62
25-2032.00,"Career/Technical Education Teachers, Secondary School",0,Insulated: High-Social,57320.0,Judgment and Decision Making,3.12
25-2051.00,"Special Education Teachers, Preschool",0,Insulated: High-Social,52460.0,Judgment and Decision Making,3.38
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3,Insulated: High-Social,50650.0,Judgment and Decision Making,3.0
25-3021.00,Self-Enrichment Teachers,2,Risk: Robotics (Medium-Term),37330.0,Judgment and Decision Making,3.0
25-4011.00,Archivists,2,Risk: Generative AI (Near-Term),50500.0,Judgment and Decision Making,3.25
25-4012.00,Curators,3,Insulated: High-Social,53360.0,Judgment and Decision Making,3.88
25-4013.00,Museum Technicians and Conservators,0,Risk: Robotics (Medium-Term),40040.0,Judgment and Decision Making,3.12
25-4031.00,Library Technicians,2,Risk: Robotics (Medium-Term),32890.0,Judgment and Decision Making,2.5
25-9021.00,Farm and Home Management Educators,3,Insulated: High-Social,49490.0,Judgment and Decision Making,4.0
25-9031.00,Instructional Coordinators,3,Insulated: High-Social,62460.0,Judgment and Decision Making,4.12
27-1011.00,Art Directors,3,Insulated: High-Social,89820.0,Judgment and Decision Making,3.88
27-1012.00,Craft Artists,1,Risk: Robotics (Medium-Term),33440.0,Judgment and Decision Making,2.62
